集,条文数,年龄,吉凶断词
亥集,12291,30,父死之年，女之不幸。
亥集,12292,,四娶癸巳妻，先天注定。
亥集,12293,,女属蛇，数中注定。
亥集,12294,,为人言行笃信中，堂堂活泼聪俊人。
亥集,12295,,时来运至精神爽，好向蟾宫折桂枝。
亥集,12296,,乍雨乍晴犹未雪，东风布暖不生寒。
亥集,12297,54,妙风生一子，哀哉妻又亡。
亥集,12298,,吉人天相，恶人暴光。
亥集,12299,,有禄有财过晚景，无忧无虑乐升平。
亥集,12300,24,母死之年，女之不幸。
亥集,12301,31,父死之年，女之不幸。
亥集,12302,,四娶甲午妻，先天注定。
亥集,12303,,女属马，数中注定。
亥集,12304,,云鬓宁无重整理，娥眉应有再加妆。
亥集,12305,,道衿承命，宠赐荣身。
亥集,12306,,禄到生长兼才印，任君加官入朝堂。
亥集,12307,55,喜生一子，不幸妻亡。
亥集,12308,43，44,鸾风和谐，难免中天笑。
亥集,12309,,贵人逢之，鸿运亨达。
亥集,12310,25,母死之年，女之不幸。
亥集,12311,32,父死之年，女之不幸。
亥集,12312,,四娶丙午妻，先天注定。
亥集,12313,,女属羊，数中注定。
亥集,12314,70,寿元何日止，须待七旬终。
亥集,12315,,以财发身曰吉。
亥集,12316,,暖风初报朝雨，凉雪迷于隔岁梅。
亥集,12317,56,喜生一子，不幸妻亡。
亥集,12318,,为人慷慨气宇昂，无方无骄不岐求。
亥集,12319,,气宇轩昂，超出寻常。
亥集,12320,26,母赴瑶池，深阁悲伤。
亥集,12321,33,父死之年，女之不幸。
亥集,12322,,四娶戊午妻，先天注定。
亥集,12323,,女属猴，数中注定。
亥集,12324,,卜君之寿，未满五旬。
亥集,12325,,一生之苦受他方，有甘有苦有高低。
亥集,12326,,为人夫死之年，人生不幸。
亥集,12327,57,喜生一子，不幸妻亡。
亥集,12328,,有高俅之技艺，无高俅之性情。
亥集,12329,,明伦堂上文风蔼，诗学窗前化雨新。
亥集,12330,27,母死之年，女之悲饬。
亥集,12331,34,父死之年，女之悲也。
亥集,12332,,四娶庚午妻，先天注定。
亥集,12333,,女属鸡，数中注定。
亥集,12334,,知君寿数，八旬有余。
亥集,12335,,巫峡云高峰十二，栏杆风静水无痕
亥集,12336,,送至时逢泮水融，才华滚滚送秋香。
亥集,12337,58,喜生一子，不幸妻亡。
亥集,12338,,虎头蛇尾须当忌。
亥集,12339,,识见机谋有性情，不同如雷怒顺风。
亥集,12340,28,母死之年，女之悲也。
亥集,12341,35,父死之年，女之悲也。
亥集,12342,,四娶壬午妻，先天注定。
亥集,12343,,女属狗，数中注定。
亥集,12344,,数定官居北阙，宝剑锋气莫遮。
亥集,12345,,术数绍岐黄，皇恩赐一命。
亥集,12346,,中年时运几风光，历尽风光梅始香
亥集,12347,59,喜生一子，悲没荆花。
亥集,12348,,借问寿元何日尽，七旬之年是归期。
亥集,12349,,索履轻裳甘寂静，齐心洗性语长生。
亥集,12350,,母死之年，女之不幸。
亥集,12351,36,父死之年，女之不幸。
亥集,12352,,四娶乙未妻，先天注定。
亥集,12353,,女属猪，数中注定。
亥集,12354,67,古稀欠三春，无病入黄泉。
亥集,12355,,舞低杨柳台前月，歌尽桃花扇底风
亥集,12356,,济世无婆心，恩光有意后。
亥集,12357,60,喜生一子，不幸妻亡。
亥集,12358,,马背扬威，富也甚绔。
亥集,12359,,万绿丛中红一点，动人春色不须疑。
亥集,12360,30,母死之年，女之不幸。
亥集,12361,37,父死之年，女之不幸。
亥集,12362,,四娶丁未妻，先天注定。
亥集,12363,,净地何须扫，空门不用关。
亥集,12364,,如花向日枝枝秀，似草穿林节节高。
亥集,12365,,为人机智且喜，暗渡陈仓彪炳。
亥集,12366,,一生气焰摩星斗，品格威严振雷霆。
亥集,12367,,心善到头身心善，风亭复整钓鱼竿。
亥集,12368,,维持屋里春风满，织锦机中夜月寒。
亥集,12369,,修真悟道，恩自九重。
亥集,12370,31,母死之年，女之不幸。
亥集,12371,38,父死之年，女之不幸。
亥集,12372,,四娶己未妻，先天注定。
亥集,12373,,谈经翻见叶，扫石落旗杆。
亥集,12374,,志气尚同唐李杜，轩昂不让汉班超。
亥集,12375,,五行秉德中和气，烈烈轰轰迥出群。
亥集,12376,,掌握貅秉节钺，惟从边塞播声名。
亥集,12377,,后运正兴家业盛，光风霁月乐悠悠。
亥集,12378,,双喜临门，聚家欢乐。
亥集,12379,,斜倚花街迎客惯，笑生桃李可人怜。
亥集,12380,32,母死之年，女之不幸。
亥集,12381,39,父死之年，女之不幸。
亥集,12382,,四娶辛未妻，先天注定。
亥集,12383,,了性无他意，常对一炉香。
亥集,12384,,母先父后亡，易数无差。
亥集,12385,,暗来暗去，有失君子雅。
亥集,12386,57，58,客相触命，已西游去。
亥集,12387,,理人曲直排，难解纷冠带临身。
亥集,12388,,克勤克俭能内助。
亥集,12389,,财源交接声名重，家业兴隆气象新。
亥集,12390,33,母死之年，女之不幸。
亥集,12391,40,父死之年，女之不幸。
亥集,12392,,四娶癸未妻，先天注定。
亥集,12393,,已脱浮尘生，是非哪里来。
亥集,12394,,财源金珠满案前，绿窗朱户稳神仙。
亥集,12395,,一生运限实亨通，卓荦才华气吐新。
亥集,12396,,为人广运，识见高明。
亥集,12397,,大运前来人易交，明伦堂上笑呵呵。
亥集,12398,20,云髻无心整，喜进不敌忧。
亥集,12399,,我生不幸，幼年丧父。
亥集,12400,34,母死之年，女之悲也。
亥集,12401,41,父死之年，女之不幸。
亥集,12402,,四娶甲申妻，先天注定。
亥集,12403,,弄月吟风，山高气爽。
亥集,12404,,丰姿飘逸，文武皆迪。
亥集,12405,,智多而优柔，果断失黄金。
亥集,12406,,良人有刑，再嫁甲子。
亥集,12407,,一贵当权群魔伏，马头带俞镇边疆。
亥集,12408,,莫谓平生未称情，遇犬骑龙始见亨。
亥集,12409,,为人忠厚满面春，胸如宝镜似花朝。
亥集,12410,35,母死之年，女之伤也。
亥集,12411,42,父死之年，女之不幸。
亥集,12412,,四娶丙申妻，先天注定。
亥集,12413,,已脱浮尘生，是非哪来。
亥集,12414,,父子同属鼠，先天注定。
亥集,12415,,禅室根基厚，衣钵助荣身。
亥集,12416,,良人有刑，再嫁丙子妻。
亥集,12417,,人愿如此如此，天理未然未然。
亥集,12418,,门纳天下士，春风满面生。
亥集,12419,,老而无子曰独君，命所当然。
亥集,12420,36,母死之年，女之不幸。
亥集,12421,43,父死之年，女之不幸。
亥集,12422,,四娶戊申妻，先天注定。
亥集,12423,,一窗明月供孤灯。
亥集,12424,,父子同属牛，先天注定。
亥集,12425,,学术儒宗，洪恩荣赐。
亥集,12426,,良人有刑，再嫁戊子。
亥集,12427,,善修齐做会，仁慈亦成佛。
亥集,12428,59,好把阴功祈善保，怨字无心一在头。
亥集,12429,71,数该生子，枯杨生芽。
亥集,12430,37,母死之年，女之悲也。
亥集,12431,44,父死之年，女之不幸。
亥集,12432,,四娶庚申妻，先天注定。
亥集,12433,,七星伴日，福祉锦延。
亥集,12434,,父子同属虎，先天注定。
亥集,12435,,好义轻财平生志，东西南北任徘徊。
亥集,12436,,良人有刑，再嫁庚子夫。
亥集,12437,,半文半俗土财主，或真或假半斯文。
亥集,12438,50,从前事业总徒劳，回首东风泣楚骚。
亥集,12439,,大征出旅威赫赫，清光入阵志扬扬。
亥集,12440,38,母死之年，女之不幸。
亥集,12441,45,父死之年，女之不幸。
亥集,12442,,四娶壬申妻，先天注定。
亥集,12443,,一路平坦骑骏马，清宁四海建勋业。
亥集,12444,,父子同属兔，先天注定。
亥集,12445,,博绿红为牟，钱财或有无。
亥集,12446,,良人有刑，再嫁壬子夫。
亥集,12447,,此刻生人，夫妻同白发。
亥集,12448,59，60,南柯梦入华胥国，人忆英雄笑语中。
亥集,12449,,度量宽宏，满腹兵甲。
亥集,12450,39,母死之年，女之不幸。
亥集,12451,46,父死之年，女之不幸。
亥集,12452,,四娶乙酉妻，先天注定。
亥集,12453,37，38,紫园春日暖，宝树发光辉。
亥集,12454,,父子同属，先天注定。
亥集,12455,,窗前竭力扬威武，峥嵘气象振开庭。
亥集,12456,,良人有刑，再嫁乙丑夫。
亥集,12457,27，28,花发上林，锦绣眩目。
亥集,12458,62,从前乐业总徒劳，回首西风泣书楚骚。
亥集,12459,,历尽江山千万转，兴家创业日兴隆。
亥集,12460,,母死之年，女之悲也。
亥集,12461,47,父死之年，女之不幸。
亥集,12462,,四娶丁酉妻，先天注定。
亥集,12463,,椿树谢时萱又萎，当年泣血父为先。
亥集,12464,,父子同属蛇，先天注定。
亥集,12465,,观花早去洛阳楼，刀笔前程遇沛公。
亥集,12466,,良人有刑，再嫁丁丑。
亥集,12467,,秋风桂子花开晚，海上蟠桃结子迟。
亥集,12468,63,俄然遂成梦，六亲牖增悲哀。
亥集,12469,,试问双亲辞世日，先天注定父行期。
亥集,12470,41,母死之年，女之不幸。
亥集,12471,48,父死之年，女之不幸。
亥集,12472,,四娶己酉妻，先天注定。
亥集,12473,,处事临机应变才，交友有周急济贫。
亥集,12474,,父子同属马，先天定数。
亥集,12475,,芹宫读罢鸡鸣月，还要秋闱占桂香。
亥集,12476,,良人有刑，再嫁已丑夫。
亥集,12477,,财源来万里，富厚胜为宫。
亥集,12478,65，66,大数已定，一杯鲁酒送行程。
亥集,12479,,结发未从谐老愿，夫妻三配得齐眉。
亥集,12480,42,母死之年，女之不幸。
亥集,12481,49,父死之年，女之不幸。
亥集,12482,,四娶辛酉妻，先天注定。
亥集,12483,,专在赌博场中，阴阳颠倒如何。
亥集,12484,,父子同属羊，先天注定。
亥集,12485,,龙韬何必陈三略，虎帐升来振万方。
亥集,12486,,良人有刑，再嫁辛丑夫。
亥集,12487,,双喜临门，虎门生威。
亥集,12488,67，68,洞里无人春寂寞，幽冥有路去茫茫。
亥集,12489,,善枝超绝人称羡。
亥集,12490,43,母死之年，女之悲也。
亥集,12491,50,父死之年，女之不幸。
亥集,12492,,四娶癸酉妻，先天注定。
亥集,12493,,五谷生财源，纵非巨富也无忧。
亥集,12494,,父子同属猴，先天注定。
亥集,12495,26,人逢好运精神爽，花遇风和瑞气香。
亥集,12496,,良人有刑，再嫁癸丑夫。
亥集,12497,,食素看经虽美意，不如心善更为高。
亥集,12498,69，70,年至古稀，一梦归西。
亥集,12499,,他人扫娥眉，何顾自家缘。
亥集,12500,,母死之年，女之不幸。
亥集,12501,51，52,父死之年，女之不幸。
亥集,12502,,玉人屡刑，四娶甲戌妻。
亥集,12503,,时来兴发至，运到财源似水流。
亥集,12504,,父子同属鸡，先天注定。
亥集,12505,21，22,添丁未久又逢凶。
亥集,12506,,良人有刑，再嫁甲寅夫。
亥集,12507,,只身无系累，快活在优游。
亥集,12508,71,水尽山穷处，茫茫别一天。
亥集,12509,,臂健尚嫌弓力软，眼明犹识阵云高。
亥集,12510,45,母死之年，女之悲也。
亥集,12511,52,父死之年，女之不幸。
亥集,12512,,玉人多刑，四娶丙午妻。
亥集,12513,,逍遥无疑，万法皈依。
亥集,12514,,父子同属狗，先天注定。
亥集,12515,23，24,添丁未久又逢凶。
亥集,12516,,良人有刑，再嫁丙寅夫，
亥集,12517,53,习文习武皆精通，数定标名耀祖宗。
亥集,12518,73,驾鹤乘云去，飘然竟不回。
亥集,12519,,父命土年生方合。
亥集,12520,46,母死之年，女之不幸。
亥集,12521,53,父死之年，女之不幸。
亥集,12522,,玉人多刑，四娶戊戌妻。
亥集,12523,,休说六韬三略，只图异路扬名。
亥集,12524,,父子同属猪，先天注定。
亥集,12525,25，26,添丁未久又逢凶。
亥集,12526,,良人有刑，再嫁戊寅夫。
亥集,12527,,此刻生人，手脚不周全。
亥集,12528,75,一春鱼雁无消息，万里关山梦断魂。
亥集,12529,,娴韬武略游圣泮，将来将相可兼全。
亥集,12530,47,母死之年，女之不幸。
亥集,12531,54,父死之年，女之悲伤。
亥集,12532,,玉人屡刑，四娶庚戌妻。
亥集,12533,40,雌先其雄，数注妻亡。
亥集,12534,,兄弟同属鼠方合。
亥集,12535,27，28,添丁未久又逢凶。
亥集,12536,,良人有刑，再嫁庚寅夫。
亥集,12537,77，78,绿水青山随笑傲，玉泉金井任涵融。
亥集,12538,87，88,驾鹤乘云去，飘然竟不归。
亥集,12539,,姐妹数人，一入空门。
亥集,12540,48,母死之年，女之不幸。
亥集,12541,55,父死之年，女之不幸。
亥集,12542,,玉人屡刑，四娶壬戌妻。
亥集,12543,,能甘淡薄闲中乐，不向繁华分外求。
亥集,12544,,兄弟同属牛方合。
亥集,12545,29，30,添丁未久又逢凶。
亥集,12546,,良人有刑，再嫁壬寅夫。
亥集,12547,,五行秉得刚柔性，仁心仁慈。
亥集,12548,79，80,寿元止于此，一去竟不回。
亥集,12549,,九姐妹数人，二入空门。
亥集,12550,49,此年失母，女之不幸。
亥集,12551,56,父死之年，女之不幸。
亥集,12552,,玉人有刑，四娶乙亥妻。
亥集,12553,29,休羡春光美，风雨又相摧。
亥集,12554,,兄弟同属虎方合。
亥集,12555,31，32,添丁未久又逢凶。
亥集,12556,,良人有刑，再嫁乙卯妻。
亥集,12557,,娴韬武略游圣泮，翱翔万里上青云。
亥集,12558,81，82,驾鹤乘云去，天上多一仙。
亥集,12559,39,秋风声到，宝镜尘深。
亥集,12560,50,母死之年，女之不幸。
亥集,12561,57,此年父死，女之不幸。
亥集,12562,,四娶丁亥，得免其刑。
亥集,12563,,百般皆可做，劝君莫做屠。
亥集,12564,,兄弟同属兔方合。
亥集,12565,33，34,添丁未久又逢凶。
亥集,12566,,良人有刑，再嫁丁卯夫。
亥集,12567,,为人拔萃超群黄，卷精通青云得路。
亥集,12568,83，84,天上玉书召，地下失英雄。
亥集,12569,32,流年胸滞，闺中凄凉。
亥集,12570,51,母死之年，女之不幸。
亥集,12571,58,是年父死，女之不幸。
亥集,12572,,玉人有刑，四娶己亥妻。
亥集,12573,,前妻生一子，后妻生二儿。
亥集,12574,,兄弟同属龙方合。
亥集,12575,35，36,添丁未久又逢凶。
亥集,12576,,良人有刑，再嫁己卯夫。
亥集,12577,71,妻赴幽冥地，夫当在阳台。
亥集,12578,85，86,八旬加五六，一去莫哭之。
亥集,12579,81,欲想八十二，谁知欠一春。
亥集,12580,52,母死之年，女之不幸。
亥集,12581,59,父死之年，女之不幸。
亥集,12582,,四娶辛亥，免刑主人。
亥集,12583,,一胎生二子又逢凶。
亥集,12584,,兄弟同属蛇方合。
亥集,12585,37，38,生子逢凶。一喜一忧。
亥集,12586,,良人有刑，再嫁辛卯夫。
亥集,12587,,他年气运摩星斗，饱食孙吴要性宁。
亥集,12588,87，88,天地常存，年华始尽。
亥集,12589,,汝熟孙吴秘，必作青云客。
亥集,12590,53,母死之年，女之不幸。
亥集,12591,60,父死之年，女之不幸。
亥集,12592,,玉人多刑，再娶癸亥妻。
亥集,12593,51，52,禅林寂静时，时明月清风。
亥集,12594,,兄弟同属马方合。
亥集,12595,39，40,添丁未久逢凶。
亥集,12596,,良人有刑，再嫁癸卯夫。
亥集,12597,,夫妻应谐老，齐眉到白头。
亥集,12598,89，90,虽然阳台路不通，好从阴路觅行踪。
亥集,12599,,妻宜硬命，方得皆老。
亥集,12600,54,母死之年，女之不幸。
亥集,12601,61,父死之年，女之不幸。
亥集,12602,,卜君阳寿，许得古稀。
亥集,12603,,子貌相父，儒风可佳。
亥集,12604,,兄弟同属羊方合。
亥集,12605,41，42,添丁未久又逢凶。
亥集,12606,,良人有刑，再嫁甲辰夫。
